projectIdentifier,programArea,programFy,disasterNumber,propertyPartOfProject,propertyAction,structureType,typeOfResidency,foundationType,county,city,state,stateNumberCode,region,zip,damageCategory,actualAmountPaid,numberOfProperties,id
DR-1355-0099-R,HMGP,2001,1355,,Acquisition/Demolition,Single Family,Not Applicable,Slab on Grade,Kingfisher,KINGFISHER,Oklahoma,40,6,73750,50 - 99%,,1,89381f12-f450-48e3-8c8d-8db9d3df37b4
DR-1355-0099-R,HMGP,2001,1355,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Crawl Space,Kingfisher,KINGFISHER,Oklahoma,40,6,73570,50 - 99%,,1,88efdf3b-b2f2-4b05-9485-12e949df80ec
DR-1355-0099-R,HMGP,2001,1355,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Crawl Space,Kingfisher,KINGFISHER,Oklahoma,40,6,73750,50 - 99%,,25,8c18fd55-019a-4856-8ea2-d1a4e72dd46e
DR-1355-0097-R,HMGP,2001,1355,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Crawl Space,Washington,BARTLESVILLE,Oklahoma,40,6,74003,50 - 99%,,7,0660ae63-5c45-4004-9dae-c9bfafef4ee2
DR-1355-0099-R,HMGP,2001,1355,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Kingfisher,KINGFISHER,Oklahoma,40,6,73750,0 - 49%,,34,98664009-39cc-42ee-a66a-ac265c8eda24
DR-1355-0099-R,HMGP,2001,1355,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Kingfisher,KINGFISHER,Oklahoma,40,6,73750,50 - 99%,,1,1662cc62-7005-4634-87f5-43d7806b654c
DR-1355-0099-R,HMGP,2001,1355,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Kingfisher,KINGFISHER,Oklahoma,40,6,74750,0 - 49%,,1,4a1c6053-4e0a-4eed-9ee2-f0bc0bc3025a
DR-1355-0097-R,HMGP,2001,1355,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Washington,BARTLESVILLE,Oklahoma,40,6,74006,50 - 99%,,4,a6c64707-5728-4a6d-bc75-8ad12404c979
DR-1355-0099-R,HMGP,2001,1355,,Acquisition/Demolition,Single Family,Rental,Crawl Space,Kingfisher,KINGFISHER,Oklahoma,40,6,73750,50 - 99%,,1,2874b7c2-52ba-4823-b212-aa8e5fa0b2e8
DR-1355-0097-R,HMGP,2001,1355,,Acquisition/Demolition,Single Family,,Crawl Space,Washington,BARTLESVILLE,Oklahoma,40,6,74003,50 - 99%,,3,c4f122d3-d8cf-45b1-8299-77bd250bb110
DR-1355-0107-R,HMGP,2001,1355,,,Single Family,Not Applicable,Slab on Grade,Ottawa,MIAMI,Oklahoma,40,6,74355,0 - 49%,,1,66226398-38ba-4bfb-aec3-bff570f878fa
DR-1355-0109-R,HMGP,2001,1355,,,Single Family,Not Applicable,Slab on Grade,Wagoner,COWETA,Oklahoma,40,6,07442,0 - 49%,,2,0c93ec86-1c80-43bc-aa76-506fd43da85b
DR-1355-0109-R,HMGP,2001,1355,,,Single Family,Not Applicable,Slab on Grade,Wagoner,COWETA,Oklahoma,40,6,07442,50 - 99%,,2,44bc8425-09b6-4ade-a887-26ac68d76717
DR-1355-0110-R,HMGP,2001,1355,,,Single Family,Owner Occupied - Principal Residence,Crawl Space,Caddo,APACHE,Oklahoma,40,6,73006,50 - 99%,,1,9c1cc0b4-df17-4b18-ba01-8f92b008527c
DR-1355-0066-R,HMGP,2001,1355,,,Single Family,Owner Occupied - Principal Residence,Crawl Space,,TULSA,Oklahoma,40,6,74146,50 - 99%,,1,019ec9b8-26d8-407b-8eda-f4a12788c9b2
DR-1355-0119-R,HMGP,2001,1355,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Comanche,LAWTON,Oklahoma,40,6,73505,N/A,,1,a9b1771a-1575-4cca-9d64-8cd9e1d16146
DR-1355-0151-R,HMGP,2001,1355,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Oklahoma,YUKON,Oklahoma,40,6,73099,N/A,,1,95d17de6-3824-4a56-85cd-8b7382d9dc2d
DR-1355-0066-R,HMGP,2001,1355,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Tulsa,TULSA,Oklahoma,40,6,74145,50 - 99%,,1,9ad3c8f9-1a0b-4184-9c92-40b256ab23ce
DR-1355-0109-R,HMGP,2001,1355,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Wagoner,COWETA,Oklahoma,40,6,07442,0 - 49%,,4,12f635c7-6dec-4eed-a724-92e7d108fe15
DR-1355-0109-R,HMGP,2001,1355,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Wagoner,COWETA,Oklahoma,40,6,07442,50 - 99%,,4,ab5510f6-ee22-448a-af76-a113e3910070
DR-1355-0109-R,HMGP,2001,1355,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Wagoner,COWETA,Oklahoma,40,6,74429,50 - 99%,,1,60313443-624c-4547-afc9-c37926ad0f49
DR-1355-0109-R,HMGP,2001,1355,,,Single Family,Rental,Slab on Grade,Wagoner,COWETA,Oklahoma,40,6,07442,0 - 49%,,1,deb1a221-aa4f-43c1-9d25-e48cbc1dec15
DR-1355-0109-R,HMGP,2001,1355,,,Single Family,Rental,Slab on Grade,Wagoner,COWETA,Oklahoma,40,6,07442,50 - 99%,,2,79d0f096-e6ac-44e1-a9a2-be623f77e29f
DR-1361-0049-R,HMGP,2001,1361,,Other (Specify in Comments),Non-residential - Public,Other (Specify in Comments),Slab on Grade,Thurston,RAINIER,Washington,53,10,98576,0 - 49%,,1,efd1161d-ece9-46e9-9a74-25d36b1108a2
DR-1361-0005-R,HMGP,2001,1361,,Seismic Retrofit,Non-residential - Public,Not Applicable,Other (Specify in Comments),King,BELLEVUE,Washington,53,10,98009,0 - 49%,,1,0bda0568-f2c1-4f3d-a94e-8ebd00b3a70e
DR-1361-0052-R,HMGP,2001,1361,,Seismic Retrofit,Non-residential - Public,Other (Specify in Comments),Basement,Jefferson,PORT TOWNSEND,Washington,53,10,98368,0 - 49%,,1,097a1b0b-faa0-4c75-980f-5b440522afcf
DR-1361-0053-R,HMGP,2001,1361,,Seismic Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Clallam,PORT ANGELES,Washington,53,10,98362,0 - 49%,,1,32087620-51a9-4238-979f-186e75214ade
DR-1361-0006-R,HMGP,2001,1361,,Seismic Retrofit,Non-residential - Public,,Crawl Space,Skagit,LACONNER,Washington,53,10,98257,0 - 49%,,1,60639a43-9271-410e-90ff-1515d6aef355
DR-1361-0006-R,HMGP,2001,1361,,Seismic Retrofit,Non-residential - Public,,Slab on Grade,Skagit,LACONNER,Washington,53,10,98257,0 - 49%,,1,d16e36ff-c951-43dd-a88d-87d27751c37d
DR-1361-0043-R,HMGP,2001,1361,,Seismic Retrofit,Other (Specify in Comments),Not Applicable,"Elevated on Piers, Piles, Posts or Columns",King,SEATTLE,Washington,53,10,98178,0 - 49%,,1,82d98729-1a1a-4b09-8c6d-640424c4c246
DR-1361-0043-R,HMGP,2001,1361,,Seismic Retrofit,Other (Specify in Comments),Not Applicable,Other (Specify in Comments),King,SEATTLE,Washington,53,10,98178,0 - 49%,,1,68d5fb3c-2f79-4118-bf25-315d161e2e88
DR-1361-0043-R,HMGP,2001,1361,,Seismic Retrofit,Other (Specify in Comments),Not Applicable,Slab on Grade,King,SEATTLE,Washington,53,10,98178,0 - 49%,,1,91d0a890-6658-496f-a29c-f9dc20be311a
DR-1366-0001-R,HMGP,2001,1366,,,Non-residential - Private,Not Applicable,Slab on Grade,Barton,HOISINGTON,Kansas,20,7,67544,0 - 49%,,1,a7241e94-c568-44f1-a23b-c96c5d0c2916
DR-1367-0003-R,HMGP,2001,1367,,,Single Family,,Basement,,BURLINGTON,Iowa,19,7,52601,0 - 49%,,1,0ce9f61b-f00f-4903-b17a-1484377ff9df
DR-1367-0003-R,HMGP,2001,1367,,,Single Family,,Crawl Space,,BURLINGTON,Iowa,19,7,05265,0 - 49%,,1,0913b97d-0730-48c2-8e25-1ba288bd8705
DR-1368-0003-R,HMGP,2001,1368,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Basement,,EAST DUBUQUE,Illinois,17,5,61025,0 - 49%,,5,a63d356f-cbeb-44cf-80cc-e1f956f669f7
DR-1368-0001-R,HMGP,2001,1368,,,Single Family,Owner Occupied - Principal Residence,Basement,Rock Island,ILLINOIS CITY,Illinois,17,5,61259,0 - 49%,,5,90f608c9-4b9e-452a-9f3b-beb0d2dfe286
DR-1368-0001-R,HMGP,2001,1368,,,Single Family,Owner Occupied - Principal Residence,Basement,Rock Island,TAYLOR RIDGE,Illinois,17,5,61284,0 - 49%,,1,3e64f7e7-f676-4e4b-8f06-e0c66954f834
DR-1368-0003-R,HMGP,2001,1368,,,Single Family,Owner Occupied - Secondary Residence,Basement,,EAST DUBUQUE,Illinois,17,5,61025,0 - 49%,,1,e637c19c-07fe-40bc-a3aa-5e7f49bd9881
DR-1369-0001-R,HMGP,2001,1369,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Trempealeau,TREMPEALEAU,Wisconsin,55,5,54661,50 - 99%,105000.00,1,3c711ef2-516e-4a7b-859a-9a9e4c9e1fd8
DR-1369-0001-R,HMGP,2001,1369,,,Manufactured Home,,"Elevated on Piers, Piles, Posts or Columns",,TREMPEALEAU,Wisconsin,55,5,54661,50 - 99%,,1,e235da22-2d7f-4538-8caa-623bac2de9fc
DR-1369-0010-R,HMGP,2001,1369,,,Single Family,Owner Occupied - Principal Residence,Crawl Space,Kenosha,SALEM,Wisconsin,55,5,53168,0 - 49%,,1,f916fe1a-8c18-4187-b053-c0f0784ce1ac
DR-1369-0001-R,HMGP,2001,1369,,,Single Family,,Slab on Grade,,TREMPEALEAU,Wisconsin,55,5,54661,50 - 99%,,1,c244bd8e-3b1b-4c37-96fe-becd6984fc8d
DR-1378-0021-R,HMGP,2001,1378,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Wyoming,MATHENY,West Virginia,54,3,24874,N/A,240.00,1,62e28f8f-17ca-476f-a0ab-3701c9e69adc
DR-1378-0011-R,HMGP,2001,1378,,,Multi-Family Dwelling - 5 or More Units,Owner Occupied - Principal Residence,Slab on Grade,Boone,MADISON,West Virginia,54,3,25130,0 - 49%,,1,b31805b7-0b40-496a-b3b8-7c916e538692
DR-1378-0021-R,HMGP,2001,1378,,,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),,MATHENY,West Virginia,54,3,24860,100%,,1,73124a46-3119-4c2d-97a7-b1e6bc831412
DR-1379-0038-R,HMGP,2001,1379,,Acquisition of Vacant Land,Other (Specify in Comments),Not Applicable,Other (Specify in Comments),Harris,HOUSTON,Texas,48,6,77032,50 - 99%,,3,2ad91918-25a3-40a3-9def-b47dfec43aaa
DR-1379-0040-R,HMGP,2001,1379,,Acquisition of Vacant Land,Other (Specify in Comments),Owner Occupied - Principal Residence,Other (Specify in Comments),Harris,HUMBLE,Texas,48,6,77396,50 - 99%,,1,7b01ace5-4b49-4c69-95e2-7f836b88874f
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,2-4 Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77050,50 - 99%,,1,5ec7766d-e959-4975-a69b-1b6babf14be3
DR-1379-0038-R,HMGP,2001,1379,,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Harris,HOUSTON,Texas,48,6,77032,50 - 99%,,10,9754530f-cce6-4236-bd31-232dd846acfd
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Harris,HOUSTON,Texas,48,6,77032,50 - 99%,,7,b84199fc-0d86-410f-ab86-ea45dd606176
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Harris,HOUSTON,Texas,48,6,77037,50 - 99%,,1,361a26f2-02f3-4df7-bf3f-d4a37c1b5b37
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Harris,HOUSTON,Texas,48,6,77038,50 - 99%,,6,763e5773-891e-489d-9e4d-5908ad13c551
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Harris,HOUSTON,Texas,48,6,77039,50 - 99%,,1,9ff31331-292c-4500-9e9d-4366ef2c0612
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Harris,HOUSTON,Texas,48,6,77090,50 - 99%,,1,ac9ab06d-fa14-4e42-bc09-18ad34365ebc
DR-1379-0038-R,HMGP,2001,1379,,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Harris,HUMBLE,Texas,48,6,77396,50 - 99%,,5,7f6157c7-dbd3-4cd5-9d3b-2bccab6e5a14
DR-1379-0043-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Basement,Harris,PASADENA,Texas,48,6,77505,50 - 99%,,1,31c8c594-971b-4c1c-ba89-1db98ce263ee
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Crawl Space,Harris,HOUSTON,Texas,48,6,77032,50 - 99%,,1,fbb2f47e-5445-45a1-b64c-25c37f7c778e
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,CYPRESS,Texas,48,6,77429,50 - 99%,,1,ada53055-1609-49b3-aeeb-f82dd939e978
DR-1379-0038-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77032,50 - 99%,,19,e2e61b99-af13-42ca-8914-c774f298ca5b
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77032,50 - 99%,,10,ce85fba7-4dc3-4118-addc-281dc7c2d996
DR-1379-0038-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77037,50 - 99%,,4,dea5babc-95f6-4720-ac47-57194ba70585
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77037,50 - 99%,,2,1bd41e36-e483-4d0e-b16c-587ca8497042
DR-1379-0038-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77038,50 - 99%,,3,b380b7a9-dfe7-4f83-acce-2e66e76786a2
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77038,50 - 99%,,1,950123c7-19a1-43ec-b9d4-f542a6e6bdf8
DR-1379-0038-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77039,50 - 99%,,5,b021e68c-bd63-4c14-b7f7-72a12cb66345
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77039,50 - 99%,,5,dca02913-b65d-480d-8284-503232fde9e8
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77050,50 - 99%,,1,3ce5b4b2-7e91-4d57-8d00-8f027732b489
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77060,50 - 99%,,2,7b9e74c6-a550-498c-88d2-8f32e2fdd423
DR-1379-0016-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77078,50 - 99%,49935.00,1,7cefac7a-1813-475e-b2c5-8b29c17ac684
DR-1379-0038-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77090,50 - 99%,,1,ccd7081d-9523-471b-bbad-d512631796fb
DR-1379-0038-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77093,50 - 99%,,1,0f68f0ca-e8a0-47de-8768-4d18cbbddf0e
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77093,50 - 99%,,5,8dbce31f-f5ac-4bdb-ad6c-9905c9dc2f2e
DR-1379-0038-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HUMBLE,Texas,48,6,77396,50 - 99%,,11,4265a1f4-7a0b-4844-8ed6-b423f38acffe
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HUMBLE,Texas,48,6,77396,50 - 99%,,4,d4ee9259-7ca6-4689-904a-41129350eae7
DR-1379-0008-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,JERSEY VILLAGE,Texas,48,6,77040,50 - 99%,,98,afb71fab-6e5f-4756-8ccb-be863447bf53
DR-1379-0043-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,PASADENA,Texas,48,6,77502,50 - 99%,,36,0b6d7209-2d9f-42e4-ba1c-7038984cb0ce
DR-1379-0043-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,PASADENA,Texas,48,6,77503,50 - 99%,,82,5d1cb245-49c9-46ee-9490-583e48bc2ba6
DR-1379-0043-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,PASADENA,Texas,48,6,77504,50 - 99%,,1,3f9c065a-fb83-49b6-8fea-d7aac828f463
DR-1379-0043-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,PASADENA,Texas,48,6,77505,50 - 99%,,22,aaea2110-7839-4b39-bbb1-41263c1cb2e8
DR-1379-0043-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,PASADENA,Texas,48,6,77506,50 - 99%,,23,7052bb88-8268-4ba3-b633-df95f1f55daf
DR-1379-0043-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,PASADENA,Texas,48,6,77530,50 - 99%,,4,01116578-f123-455a-b7ed-3ffad008a844
DR-1379-0043-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,SEABROOK,Texas,48,6,77586,50 - 99%,,2,86216711-4a99-44aa-9236-851d93826282
DR-1379-0012-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,TOMBALL,Texas,48,6,77375,50 - 99%,,1,cb63536a-92b9-44b0-8b23-16f16493ee2c
DR-1379-0008-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,,JERSEY VILLAGE,Texas,48,6,77040,50 - 99%,,1,23ebe214-ab6e-4ce2-9580-1e5ebb5d4fd2
DR-1379-0040-R,HMGP,2001,1379,,Acquisition/Demolition,Single Family,,Slab on Grade,Harris,HOUSTON,Texas,48,6,77032,50 - 99%,,1,c093f9d5-9ec8-433d-af64-8caf15381c44
DR-1379-0031-R,HMGP,2001,1379,,,Non-residential - Public,Not Applicable,Basement,Harris,HOUSTON,Texas,48,6,77008,0 - 49%,,1,e3bd6177-481c-43b1-bd7b-cb087fa34f21
DR-1379-0033-R,HMGP,2001,1379,,,Non-residential - Public,Not Applicable,Basement,Harris,HOUSTON,Texas,48,6,77030,0 - 49%,,1,0918a125-f2e2-4c5f-bf5a-9096141d8e96
DR-1379-0075-R,HMGP,2001,1379,,,Non-residential - Public,,Basement,Harris,HOUSTON,Texas,48,6,77071,0 - 49%,,1,31fd59d5-d047-459f-84d4-1829dad8359f
DR-1379-0002-R,HMGP,2001,1379,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77038,50 - 99%,,3,d0afc651-0095-4102-840e-477c72c958ca
DR-1379-0002-R,HMGP,2001,1379,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77039,50 - 99%,,2,5c37f464-9573-4918-9261-790b76aa887d
DR-1379-0003-R,HMGP,2001,1379,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77039,50 - 99%,,1,47d40728-0efb-46a1-b122-7a5ac82ae090
DR-1379-0016-R,HMGP,2001,1379,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HOUSTON,Texas,48,6,77039,50 - 99%,,1,17f1ebb9-227a-4cb7-819e-b0ff377da443
DR-1379-0003-R,HMGP,2001,1379,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,HUMBLE,Texas,48,6,77396,50 - 99%,,1,b6944d7c-2f67-4ed8-800b-955d8303154a
DR-1379-0008-R,HMGP,2001,1379,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Harris,JERSEY VILLAGE,Texas,48,6,77040,50 - 99%,,1,1f5ce63d-bc96-4957-9c0a-0861a174e9ac
DR-1379-0043-R,HMGP,2001,1379,,,Single Family,Owner Occupied - Principal Residence,Slab on Grade,,PASADENA,Texas,48,6,77503,50 - 99%,,1,264320d6-8e71-4add-a7d5-d42c2511e4b7
DR-1379-0040-R,HMGP,2001,1379,,,Single Family,,Slab on Grade,,HOUSTON,Texas,48,6,77038,50 - 99%,,1,7d26ab69-2874-45bf-8015-6c14a921fffa
DR-1380-0008-R,HMGP,2001,1380,,Elevation,Single Family,Not Applicable,Slab on Grade,Lafourche,THIBOFAUX,Louisiana,22,6,07030,0 - 49%,,1,60c6779f-55ef-4992-93be-a6e133e02fc1
DR-1381-0018-R,HMGP,2001,1381,,,Non-residential - Public,,Slab on Grade,,BONIFAY,Florida,12,4,32428,0 - 49%,,1,df7ee518-cebb-4932-bf86-bf111ca35327
DR-1381-0018-R,HMGP,2001,1381,,,Non-residential - Public,,Slab on Grade,,BONIFAY,Florida,12,4,32428,N/A,,9,54084266-e2d6-4e90-bc20-314ad4c3699e
DR-1393-0004-R,HMGP,2001,1393,,,Non-residential - Public,Not Applicable,Slab on Grade,Manatee,BRADENTON,Florida,12,4,34210,N/A,,1,0ef09be7-f8b4-43f3-bbb9-49e71e936311
DR-1393-0003-R,HMGP,2001,1393,,,Non-residential - Public,,Slab on Grade,,BRADENTON,Florida,12,4,34202,N/A,,1,60324cc2-450d-4bc6-b8de-0c0decb5bf51
DR-1402-0012-R,HMGP,2002,1402,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Basement,Montgomery,COFFEYVILLE,Kansas,20,7,67337,N/A,,1,4a6bdfb9-f192-4357-a021-ba05191f5e56
DR-1402-0012-R,HMGP,2002,1402,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Slab on Grade,Montgomery,COFFEYVILLE,Kansas,20,7,67337,N/A,,9,0afdc1eb-16c7-4712-804b-c3cdcf727b64
DR-1403-0012-R,HMGP,2002,1403,,,Single Family,Rental,Crawl Space,Reynolds,ELLINGTON,Missouri,29,7,63638,N/A,,3,40695c45-8a89-41f0-8ed5-4d4f14cfa5c1
DR-1403-0016-R,HMGP,2002,1403,,,Single Family,,Basement,,KANSAS CITY,Missouri,29,7,64119,N/A,,1,f233d34e-6e67-4154-9752-d651e43cdf68
DR-1406-0005-R,HMGP,2002,1406,,,2-4 Family,,Slab on Grade,,HURLEY,Virginia,51,3,02462,50 - 99%,,2,8ce8efdb-a90d-4e01-aef5-ae32c8f5cb49
DR-1406-0005-R,HMGP,2002,1406,,,Manufactured Home,,Crawl Space,,HURLEY,Virginia,51,3,02460,50 - 99%,,1,133b0073-7a51-460a-ab90-b312f2f88cdd
DR-1406-0005-R,HMGP,2002,1406,,,Manufactured Home,,Crawl Space,,HURLEY,Virginia,51,3,02462,50 - 99%,,10,03732251-36e3-41c2-b5a8-dce654e180b0
DR-1406-0005-R,HMGP,2002,1406,,,Manufactured Home,,Slab on Grade,,HURLEY,Virginia,51,3,02462,0 - 49%,,1,98a75743-44ab-4862-a7f8-3c68a4341480
DR-1406-0005-R,HMGP,2002,1406,,,Manufactured Home,,Slab on Grade,,HURLEY,Virginia,51,3,02462,50 - 99%,,1,17455ba8-12ce-4b75-aabd-afb66f0c7b0f
DR-1406-0005-R,HMGP,2002,1406,,,Manufactured Home,,Slab on Grade,,HURLEY WV,Virginia,51,3,02462,50 - 99%,,1,032fc36c-6a58-4680-98c6-07f4e9371078
DR-1406-0004-R,HMGP,2002,1406,,,Non-residential - Public,,Slab on Grade,,BLUEFIELD,Virginia,51,3,02460,0 - 49%,,1,fa22667d-8ac2-4931-8f66-d2964702224a
DR-1406-0005-R,HMGP,2002,1406,,,Single Family,,Other (Specify in Comments),,HURLEY ,Virginia,51,3,02462,50 - 99%,,1,6a32e454-1c9e-4b32-94c2-e39ac3a56f71
DR-1406-0005-R,HMGP,2002,1406,,,Single Family,,Slab on Grade,,HURLEY,Virginia,51,3,02462,50 - 99%,,10,b7b7606d-f3e1-4f71-a5b9-7ac3c6c332f4
DR-1406-0003-R,HMGP,2002,1406,,,Single Family,,Slab on Grade,,WASHINGTON,Virginia,51,3,02436,50 - 99%,,1,2a195ecf-e2cc-44f0-bf5e-3b0ba9c8a670
DR-1406-0005-R,HMGP,2002,1406,,,,,Slab on Grade,,HURLEY,Virginia,51,3,02462,50 - 99%,,1,c0e75d31-9025-4117-bb70-12d4b3cf4c44
DR-1407-0009-R,HMGP,2002,1407,,Acquisition/Demolition,Single Family,Rental,Crawl Space,Christian,HOPKINSVILLE,Kentucky,21,4,42240,N/A,49300.00,1,09641ca3-f0da-40ff-9298-63e8a46330f9
DR-1416-0013-R,HMGP,2002,1416,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Basement,Sangamon,SPRINGFIELD,Illinois,17,5,62707,0 - 49%,,1,2a13d9c5-5c64-4be3-ac9b-a3610362f4a5
DR-1416-0013-R,HMGP,2002,1416,,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,Basement,Sangamon,SPRINGFIELD,Illinois,17,5,62707,50 - 99%,,1,60d28455-6554-42da-823d-bb02b12109cb
