state,county,damageCategory,structureType,typeOfResidency,foundationType,actualAmountPaid,numberOfProperties,propertyAction,propertyPartOfProject,programFy,date_approved_proxy,totalMitigationCost
Alaska,Valdez-Cordova (Ca),Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,42000.0,2,Acquisition/Relocation,1.0,2000,2000-09-30,84000.0
Alaska,Valdez-Cordova (Ca),Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,46200.0,1,Acquisition/Relocation,1.0,2000,2000-09-30,46200.0
Alaska,Valdez-Cordova (Ca),Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,58800.0,2,Acquisition/Relocation,1.0,2000,2000-09-30,117600.0
Alabama,Calhoun,Unknown,Other (Specify In Comments),Not Applicable,Other (Specify In Comments),15000.0,1,Acquisition Of Vacant Land,1.0,2000,2000-09-30,15000.0
Alabama,Jefferson,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,12000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,12000.0
Alabama,Jefferson,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,21500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,21500.0
Alabama,Jefferson,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,50540.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,50540.0
Alabama,Mobile,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,71000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,71000.0
Alabama,Baldwin,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,45568.0,1,Elevation,1.0,2000,2000-09-30,45568.0
Alabama,Dale,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,36297.0,1,Elevation,1.0,2000,2000-09-30,36297.0
Virginia,Newport News (City),50 - 99%,Non-Residential - Private,Not Applicable,Slab On Grade,47000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,47000.0
Virginia,Pulaski,Unknown,Single Family,Owner Occupied - Principal Residence,Basement,34000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,34000.0
Virginia,Pulaski,Unknown,Single Family,Owner Occupied - Principal Residence,Basement,38400.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,38400.0
Virginia,Pulaski,Unknown,Single Family,Owner Occupied - Principal Residence,Basement,55200.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,55200.0
Virginia,Pulaski,Unknown,Single Family,Owner Occupied - Principal Residence,Basement,62000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,62000.0
Virginia,Pulaski,Unknown,Single Family,Owner Occupied - Principal Residence,Basement,66400.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,66400.0
Virginia,Pulaski,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,70000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,70000.0
Virginia,Pulaski,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,44000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,44000.0
Virginia,Norfolk (City),0 - 49%,Single Family,Owner Occupied - Principal Residence,Basement,35000.0,1,Elevation,1.0,2000,2000-09-30,35000.0
Virginia,Norfolk (City),0 - 49%,Single Family,Owner Occupied - Principal Residence,Basement,40000.0,1,Elevation,1.0,2000,2000-09-30,40000.0
Virginia,Norfolk (City),0 - 49%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),35000.0,1,Elevation,1.0,2000,2000-09-30,35000.0
Virginia,Norfolk (City),0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,35000.0,4,Elevation,1.0,2000,2000-09-30,140000.0
Virginia,Norfolk (City),0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,35000.0,1,Elevation,1.0,2000,2000-09-30,35000.0
Virginia,Norfolk (City),0 - 49%,Single Family,Rental,Crawl Space,35000.0,1,Elevation,1.0,2000,2000-09-30,35000.0
Virginia,Norfolk (City),0 - 49%,Single Family,Rental,Slab On Grade,35000.0,1,Elevation,1.0,2000,2000-09-30,35000.0
West Virginia,Kanawha,Unknown,Non-Residential - Private,Not Applicable,Basement,112800.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,112800.0
West Virginia,Kanawha,Unknown,Non-Residential - Private,Not Applicable,Crawl Space,79950.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,79950.0
West Virginia,Kanawha,Unknown,Single Family,Owner Occupied - Principal Residence,Basement,42102.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,42102.0
West Virginia,Kanawha,Unknown,Single Family,Owner Occupied - Principal Residence,Crawl Space,133912.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,133912.0
West Virginia,Logan,50 - 99%,Single Family,Owner Occupied - Principal Residence,Crawl Space,64772.0,6,Acquisition/Demolition,1.0,2000,2000-09-30,388632.0
West Virginia,Jackson,100%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),1.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,1.0
West Virginia,Jackson,0 - 49%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),1.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,1.0
West Virginia,Jackson,Unknown,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),1.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,1.0
West Virginia,Jackson,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),1.0,2,Acquisition/Demolition,1.0,2000,2000-09-30,2.0
West Virginia,Kanawha,Unknown,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),45752.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,45752.0
West Virginia,Kanawha,Unknown,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),47300.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,47300.0
West Virginia,Kanawha,Unknown,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),55900.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,55900.0
West Virginia,Kanawha,Unknown,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),70004.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,70004.0
West Virginia,Kanawha,Unknown,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),129406.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,129406.0
West Virginia,Logan,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),64772.0,2,Acquisition/Demolition,1.0,2000,2000-09-30,129544.0
West Virginia,Logan,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),64772.0,4,Acquisition/Demolition,1.0,2000,2000-09-30,259088.0
West Virginia,Mercer,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),45090.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,45090.0
West Virginia,Mercer,0 - 49%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),13193.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,13193.0
West Virginia,Mercer,0 - 49%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),56446.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,56446.0
West Virginia,Kanawha,Unknown,Single Family,Owner Occupied - Principal Residence,Slab On Grade,42102.0,2,Acquisition/Demolition,1.0,2000,2000-09-30,84204.0
West Virginia,Logan,50 - 99%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,64772.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,64772.0
West Virginia,Logan,50 - 99%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,64772.0,2,Acquisition/Demolition,1.0,2000,2000-09-30,129544.0
Kentucky,Lewis,50 - 99%,Manufactured Home,Owner Occupied - Principal Residence,Crawl Space,18800.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,18800.0
Kentucky,Lewis,50 - 99%,Manufactured Home,Owner Occupied - Principal Residence,Other (Specify In Comments),34100.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,34100.0
Kentucky,Lewis,100%,Manufactured Home,Owner Occupied - Principal Residence,Other (Specify In Comments),12300.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,12300.0
Kentucky,Lewis,100%,Manufactured Home,Owner Occupied - Principal Residence,Other (Specify In Comments),17300.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,17300.0
Kentucky,Lewis,50 - 99%,Manufactured Home,Owner Occupied - Principal Residence,Other (Specify In Comments),18400.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,18400.0
Kentucky,Lewis,50 - 99%,Manufactured Home,Owner Occupied - Principal Residence,Other (Specify In Comments),30000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,30000.0
Kentucky,Lewis,50 - 99%,Manufactured Home,Owner Occupied - Principal Residence,Other (Specify In Comments),44800.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,44800.0
Kentucky,Lewis,50 - 99%,Single Family,Owner Occupied - Principal Residence,Basement,17100.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,17100.0
Kentucky,Lewis,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),31100.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,31100.0
Kentucky,Lewis,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),20420.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,20420.0
Kentucky,Lewis,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),20938.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,20938.0
Kentucky,Lewis,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),24047.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,24047.0
Kentucky,Lewis,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),31800.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,31800.0
Kentucky,Lewis,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),33495.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,33495.0
Kentucky,Lewis,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),36100.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,36100.0
Ohio,Gallia,Unknown,Other (Specify In Comments),Not Applicable,Other (Specify In Comments),1.0,1,Acquisition Of Vacant Land,1.0,2000,2000-09-30,1.0
Ohio,Gallia,Unknown,Other (Specify In Comments),Not Applicable,Other (Specify In Comments),5400.0,1,Acquisition Of Vacant Land,1.0,2000,2000-09-30,5400.0
Ohio,Gallia,0 - 49%,Manufactured Home,Owner Occupied - Principal Residence,Other (Specify In Comments),42000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,42000.0
Ohio,Gallia,0 - 49%,Single Family,Not Applicable,Basement,42000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,42000.0
Ohio,Gallia,0 - 49%,Single Family,Owner Occupied - Principal Residence,Basement,48000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,48000.0
Ohio,Gallia,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,21786.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,21786.0
Ohio,Gallia,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,53900.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,53900.0
Ohio,Gallia,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,44000.0,1,Acquisition/Relocation,1.0,2000,2000-09-30,44000.0
Ohio,Gallia,0 - 49%,Manufactured Home,Owner Occupied - Principal Residence,Other (Specify In Comments),40890.0,1,Elevation,1.0,2000,2000-09-30,40890.0
Ohio,Gallia,0 - 49%,Single Family,Owner Occupied - Principal Residence,Basement,44720.0,1,Elevation,1.0,2000,2000-09-30,44720.0
Ohio,Gallia,0 - 49%,Single Family,Owner Occupied - Principal Residence,Crawl Space,26750.0,1,Elevation,1.0,2000,2000-09-30,26750.0
Ohio,Gallia,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,30550.0,1,Elevation,1.0,2000,2000-09-30,30550.0
Ohio,Gallia,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,44800.0,1,Elevation,1.0,2000,2000-09-30,44800.0
Ohio,Gallia,0 - 49%,Single Family,Owner Occupied - Principal Residence,Basement,23200.0,1,Floodproofed,1.0,2000,2000-09-30,23200.0
Ohio,Gallia,0 - 49%,Single Family,Owner Occupied - Principal Residence,Basement,26800.0,1,Floodproofed,1.0,2000,2000-09-30,26800.0
Alabama,Jefferson,50 - 99%,Single Family,Owner Occupied - Principal Residence,Crawl Space,53100.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,53100.0
Alabama,Jefferson,50 - 99%,Single Family,Owner Occupied - Principal Residence,Crawl Space,96000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,96000.0
Alabama,Jefferson,Unknown,Single Family,Owner Occupied - Principal Residence,"Elevated On Piers, Piles, Posts Or Columns",43481.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,43481.0
Alabama,Autauga,50 - 99%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,124410.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,124410.0
Texas,Tarrant,50 - 99%,Single Family,Not Applicable,Slab On Grade,50715.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,50715.0
Texas,Tarrant,50 - 99%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,68257.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,68257.0
Texas,Tarrant,50 - 99%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,71141.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,71141.0
Texas,Tarrant,50 - 99%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,77437.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,77437.0
Texas,Tarrant,50 - 99%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,84515.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,84515.0
Texas,Tarrant,50 - 99%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,91096.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,91096.0
Texas,Tarrant,50 - 99%,Single Family,Owner Occupied - Secondary Residence,Slab On Grade,49784.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,49784.0
Maryland,St. Mary'S,0 - 49%,Multi-Family Dwelling - 5 Or More Units,Owner Occupied - Secondary Residence,Slab On Grade,200000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,200000.0
Maryland,Allegany,50 - 99%,Single Family,Owner Occupied - Principal Residence,Basement,46111.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,46111.0
Maryland,Allegany,50 - 99%,Single Family,Owner Occupied - Principal Residence,Basement,32489.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,32489.0
Maryland,Allegany,0 - 49%,Single Family,Owner Occupied - Principal Residence,Basement,100675.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,100675.0
Maryland,Allegany,50 - 99%,Single Family,Owner Occupied - Principal Residence,Basement,44604.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,44604.0
Maryland,Allegany,0 - 49%,Single Family,Owner Occupied - Principal Residence,Basement,35750.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,35750.0
Maryland,Allegany,0 - 49%,Single Family,Owner Occupied - Principal Residence,Basement,29000.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,29000.0
Maryland,Allegany,50 - 99%,Single Family,Owner Occupied - Principal Residence,Crawl Space,32489.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,32489.0
Maryland,Allegany,50 - 99%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,32489.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,32489.0
Maryland,Allegany,0 - 49%,Single Family,Owner Occupied - Principal Residence,Slab On Grade,362500.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,362500.0
Maine,Aroostook,0 - 49%,Non-Residential - Public,Not Applicable,Slab On Grade,146700.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,146700.0
Kansas,Labette,Unknown,Vacant Land,Not Applicable,Vacant Land,1199.0,1,Acquisition Of Vacant Land,1.0,2000,2000-09-30,1199.0
Kansas,Labette,0 - 49%,Manufactured Home,Not Applicable,Other (Specify In Comments),6125.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,6125.0
Kansas,Labette,0 - 49%,Manufactured Home,Owner Occupied - Principal Residence,Other (Specify In Comments),2480.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,2480.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),1836.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,1836.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),2150.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,2150.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),2170.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,2170.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),2418.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,2418.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),2569.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,2569.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),2750.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,2750.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),2768.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,2768.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),3056.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,3056.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),3099.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,3099.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),3218.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,3218.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),3319.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,3319.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),3458.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,3458.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),3904.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,3904.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),4053.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,4053.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),5819.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,5819.0
Kansas,Labette,0 - 49%,Manufactured Home,Rental,Other (Specify In Comments),58240.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,58240.0
Kansas,Labette,50 - 99%,Non-Residential - Private,Not Applicable,Other (Specify In Comments),4046.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,4046.0
Kansas,Labette,0 - 49%,Other (Specify In Comments),Rental,Other (Specify In Comments),1199.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,1199.0
Kansas,Labette,50 - 99%,Single Family,Not Applicable,Other (Specify In Comments),10158.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,10158.0
Kansas,Labette,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),3279.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,3279.0
Kansas,Labette,0 - 49%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),11872.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,11872.0
Kansas,Labette,0 - 49%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),26348.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,26348.0
Kansas,Labette,0 - 49%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),31739.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,31739.0
Kansas,Labette,100%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),6488.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,6488.0
Kansas,Labette,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),1732.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,1732.0
Kansas,Labette,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),1999.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,1999.0
Kansas,Labette,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),3999.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,3999.0
Kansas,Labette,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),6368.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,6368.0
Kansas,Labette,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),7617.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,7617.0
Kansas,Labette,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),12926.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,12926.0
Kansas,Labette,50 - 99%,Single Family,Owner Occupied - Principal Residence,Other (Specify In Comments),16863.0,1,Acquisition/Demolition,1.0,2000,2000-09-30,16863.0
